Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_SEM,standard deviation,median absolute deviation,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
PVN,OLL,PVN,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVQ,OLL,PVQ,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIC,OLL,RIC,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RID,OLL,RID,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIS,OLL,RIS,OLL,0.0,0.0,0.0087768088561121,0.0,0.0,0.0039251082455577,0.0,-0.0351298263070524,0.0,0.9552805176298372,1.0,variable,Y
RMG,OLL,RMG,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADF,OLQD,ADF,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADL,OLQD,ADL,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AFD,OLQD,AFD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALM,OLQD,ALM,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALN,OLQD,ALN,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AQR,OLQD,AQR,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASE,OLQD,ASE,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASG,OLQD,ASG,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASH,OLQD,ASH,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASI,OLQD,ASI,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASJ,OLQD,ASJ,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASK,OLQD,ASK,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AUA,OLQD,AUA,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVM,OLQD,AVM,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWA,OLQD,AWA,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AWB,OLQD,AWB,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AWC,OLQD,AWC,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
BAG,OLQD,BAG,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
DVA,OLQD,DVA,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
FLP,OLQD,FLP,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2L/R,OLQD,IL2L/R,OLQD,0.3409130125400709,0.1759428708305268,0.2852511869984523,0.4804835129583958,0.2932851893366648,0.1103964831124645,0.0476278232034061,0.0756569446423773,0.1999999999999999,0.9037625631439604,0.747060078104662,stable,Y
IL2V,OLQD,IL2V,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLL,OLQD,OLL,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQD,OLQD,OLQD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQV,OLQD,OLQV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PLN,OLQD,PLN,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAD,OLQD,SAAD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SAAV,OLQD,SAAV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SDQ,OLQD,SDQ,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URB,OLQD,URB,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,variable,Y
URX,OLQD,URX,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYD,OLQD,URYD,OLQD,0.0,0.0,0.0,0.0093108720213719,0.0063642229281052,0.0044174073544886,0.0,0.6457471063190012,0.7826237921249264,0.2391996338449713,0.117613760873458,variable,Y
URYV,OLQD,URYV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADA,OLQD,ADA,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIA,OLQD,AIA,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIB,OLQD,AIB,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIN,OLQD,AIN,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIY,OLQD,AIY,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIZ,OLQD,AIZ,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVA,OLQD,AVA,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVB,OLQD,AVB,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVD,OLQD,AVD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVE,OLQD,AVE,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVJ,OLQD,AVJ,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
BDU,OLQD,BDU,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVC,OLQD,PVC,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVP,OLQD,PVP,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVR,OLQD,PVR,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVT,OLQD,PVT,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIA,OLQD,RIA,OLQD,0.0,0.0,0.0,0.0008395540133473,0.0,0.0003754599689254,0.0,0.0974355559837114,0.3535533905932737,0.8761377734655307,0.5594043441634877,variable,Y
RIB,OLQD,RIB,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIF,OLQD,RIF,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIG,OLQD,RIG,OLQD,0.0313464606141884,0.0,0.0,0.0,0.0,0.014018563357469,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.1816901138162092,variable,Y
RIH,OLQD,RIH,OLQD,0.2345275497544509,0.429364503133763,0.2401966167987116,0.2871039692667892,0.2496311601885484,0.0815494085471408,0.0151036104340975,-0.1872040944765489,0.3,0.7630439662280589,0.6238376647810728,stable,Y
RIM,OLQD,RIM,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIP,OLQD,RIP,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIR,OLQD,RIR,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL1D,OLQD,IL1D,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1L/R,OLQD,IL1L/R,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL1V,OLQD,IL1V,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIV,OLQD,RIV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDD,OLQD,RMDD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDL/R,OLQD,RMDL/R,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDV,OLQD,RMDV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMED/V,OLQD,RMED/V,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMEL/R,OLQD,RMEL/R,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMF,OLQD,RMF,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMH,OLQD,RMH,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIAD,OLQD,SIAD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIAV,OLQD,SIAV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SIBD,OLQD,SIBD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SIBV,OLQD,SIBV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBD,OLQD,SMBD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBV,OLQD,SMBV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SMDD,OLQD,SMDD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMDV,OLQD,SMDV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URAD,OLQD,URAD,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URAV,OLQD,URAV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADE,OLQD,ADE,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIM,OLQD,AIM,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALA,OLQD,ALA,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVF,OLQD,AVF,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVH,OLQD,AVH,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVK,OLQD,AVK,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVL,OLQD,AVL,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
CEPD,OLQD,CEPD,OLQD,0.1223544289736675,0.1144309934634166,0.1778546173845725,0.1984871345280927,0.1003924893563127,0.0428691493757386,0.0219619396173548,-0.117835979539624,-0.0999999999999999,0.8503145081507876,0.8728885715695383,stable,Y
CEPV,OLQD,CEPV,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
DVC,OLQD,DVC,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
HSN,OLQD,HSN,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVN,OLQD,PVN,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVQ,OLQD,PVQ,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIC,OLQD,RIC,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RID,OLQD,RID,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIS,OLQD,RIS,OLQD,0.0,0.0,0.0,0.0,0.0062787554000755,0.0028079447777325,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,variable,Y
RMG,OLQD,RMG,OLQD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADF,OLQV,ADF,OLQV,0.0,0.0,0.0032409925643741,0.0294296140543212,0.0084443212655926,0.0123473207502592,0.0032409925643741,0.3626694795108792,0.8720815992723809,0.5485672158667982,0.0538542177275421,variable,Y
ADL,OLQV,ADL,OLQV,0.0,0.0,0.0425757133674617,0.0,0.0133124092162865,0.0184744090480786,0.0,0.2408330385540313,0.4472135954999578,0.6963523871775059,0.4501848557521009,variable,Y
AFD,OLQV,AFD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALM,OLQV,ALM,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALN,OLQV,ALN,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AQR,OLQV,AQR,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASE,OLQV,ASE,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASG,OLQV,ASG,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASH,OLQV,ASH,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASI,OLQV,ASI,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASJ,OLQV,ASJ,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASK,OLQV,ASK,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AUA,OLQV,AUA,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVM,OLQV,AVM,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWA,OLQV,AWA,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWB,OLQV,AWB,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AWC,OLQV,AWC,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
BAG,OLQV,BAG,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
DVA,OLQV,DVA,OLQV,0.0,0.0,0.0273633987333306,0.0,0.0104144772829327,0.0119559958185833,0.0,0.2989372616250481,0.4472135954999578,0.6251286853175896,0.4501848557521009,variable,Y
FLP,OLQV,FLP,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2D,OLQV,IL2D,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2L/R,OLQV,IL2L/R,OLQV,0.3019037287154349,0.0903589910885821,0.2038389612197753,0.4727283161263473,0.1947085612103475,0.1439952063242924,0.0980647674956596,-0.0483167679009218,0.0,0.9385051248741246,1.0,stable,Y
OLL,OLQV,OLL,OLQV,0.0,0.0,0.0,0.0060841933908674,0.0,0.0027209340020468,0.0,0.0974355559837114,0.3535533905932737,0.8761377734655307,0.5594043441634877,variable,Y
OLQD,OLQV,OLQD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQV,OLQV,OLQV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PLN,OLQV,PLN,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SAAD,OLQV,SAAD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAV,OLQV,SAAV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SDQ,OLQV,SDQ,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URB,OLQV,URB,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,variable,Y
URX,OLQV,URX,OLQV,0.0148216371042271,0.0,0.0,0.0,0.0,0.006628437620577,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.1816901138162092,variable,Y
URYD,OLQV,URYD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URYV,OLQV,URYV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADA,OLQV,ADA,OLQV,0.0,0.0225034392762927,0.0188501403578408,0.0104342486194033,0.0013898833005199,0.0100866754853542,0.0090443653188833,-0.19782192972845,0.0,0.7497778673310459,1.0,variable,Y
AIA,OLQV,AIA,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIB,OLQV,AIB,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIN,OLQV,AIN,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIY,OLQV,AIY,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIZ,OLQV,AIZ,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVA,OLQV,AVA,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVB,OLQV,AVB,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVD,OLQV,AVD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVE,OLQV,AVE,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVJ,OLQV,AVJ,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
BDU,OLQV,BDU,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVC,OLQV,PVC,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVP,OLQV,PVP,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVR,OLQV,PVR,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVT,OLQV,PVT,OLQV,0.0111845012697364,0.0227319691631377,0.0,0.023488628689478,0.0,0.0115594343216843,0.0111845012697364,-0.4297463534802795,-0.2051956704170308,0.4701724501808511,0.7405819415910722,variable,Y
RIA,OLQV,RIA,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIB,OLQV,RIB,OLQV,0.0,0.0070063735915966,0.0,0.0,0.0,0.0031333455253138,0.0,-0.2671192453158894,-0.3535533905932737,0.663982234670195,0.5594043441634877,variable,Y
RIF,OLQV,RIF,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIG,OLQV,RIG,OLQV,0.0617813697913717,0.0746001855088542,0.0812320868896338,0.0855532203687244,0.0254890067835596,0.0242223252566847,0.0109530348598702,-0.6091137219733684,0.0,0.2755137928654396,1.0,stable,Y
RIH,OLQV,RIH,OLQV,0.3894079096207921,0.5450595408070931,0.3543350790458238,0.2235827404331949,0.2651726531832287,0.1251450310342299,0.0891624258625951,-0.5835845073996822,-0.7999999999999999,0.3016045123649699,0.1040880386618278,stable,Y
RIM,OLQV,RIM,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIP,OLQV,RIP,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIR,OLQV,RIR,OLQV,0.0,0.0,0.0,0.0015620778118791,0.0,0.0006985824347011,0.0,0.0974355559837114,0.3535533905932737,0.8761377734655307,0.5594043441634877,variable,Y
IL1D,OLQV,IL1D,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL1L/R,OLQV,IL1L/R,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1V,OLQV,IL1V,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIV,OLQV,RIV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDD,OLQV,RMDD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDL/R,OLQV,RMDL/R,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDV,OLQV,RMDV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMED/V,OLQV,RMED/V,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMEL/R,OLQV,RMEL/R,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMF,OLQV,RMF,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMH,OLQV,RMH,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIAD,OLQV,SIAD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SIAV,OLQV,SIAV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBD,OLQV,SIBD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBV,OLQV,SIBV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBD,OLQV,SMBD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SMBV,OLQV,SMBV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMDD,OLQV,SMDD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SMDV,OLQV,SMDV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URAD,OLQV,URAD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URAV,OLQV,URAV,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADE,OLQV,ADE,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIM,OLQV,AIM,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALA,OLQV,ALA,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVF,OLQV,AVF,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVH,OLQV,AVH,OLQV,0.0004454651175818,0.0,0.0,0.0,0.0,0.0001992180569035,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.1816901138162092,variable,Y
AVK,OLQV,AVK,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVL,OLQV,AVL,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
CEPD,OLQV,CEPD,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
CEPV,OLQV,CEPV,OLQV,0.0979777711982052,0.3054435152970035,0.1291835768384843,0.2063564439241718,0.1059253463299469,0.0874932149836918,0.031205805640279,-0.1999684777085212,0.0999999999999999,0.7470994027615138,0.8728885715695383,stable,Y
DVC,OLQV,DVC,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
HSN,OLQV,HSN,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVN,OLQV,PVN,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVQ,OLQV,PVQ,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIC,OLQV,RIC,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RID,OLQV,RID,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIS,OLQV,RIS,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMG,OLQV,RMG,OLQV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADF,PLN,ADF,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADL,PLN,ADL,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AFD,PLN,AFD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALM,PLN,ALM,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALN,PLN,ALN,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AQR,PLN,AQR,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASE,PLN,ASE,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASG,PLN,ASG,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASH,PLN,ASH,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASI,PLN,ASI,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASJ,PLN,ASJ,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASK,PLN,ASK,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AUA,PLN,AUA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVM,PLN,AVM,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWA,PLN,AWA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWB,PLN,AWB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWC,PLN,AWC,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
BAG,PLN,BAG,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
DVA,PLN,DVA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
FLP,PLN,FLP,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2D,PLN,IL2D,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2L/R,PLN,IL2L/R,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2V,PLN,IL2V,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLL,PLN,OLL,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLQD,PLN,OLQD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLQV,PLN,OLQV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PLN,PLN,PLN,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAD,PLN,SAAD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SAAV,PLN,SAAV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SDQ,PLN,SDQ,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URB,PLN,URB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URX,PLN,URX,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URYD,PLN,URYD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URYV,PLN,URYV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADA,PLN,ADA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
