Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_SEM,standard deviation,median absolute deviation,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
IL2D,PLN,IL2D,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2L/R,PLN,IL2L/R,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2V,PLN,IL2V,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLL,PLN,OLL,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLQD,PLN,OLQD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLQV,PLN,OLQV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PLN,PLN,PLN,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAD,PLN,SAAD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SAAV,PLN,SAAV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SDQ,PLN,SDQ,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URB,PLN,URB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URX,PLN,URX,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URYD,PLN,URYD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URYV,PLN,URYV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADA,PLN,ADA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIA,PLN,AIA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIB,PLN,AIB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIN,PLN,AIN,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIY,PLN,AIY,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIZ,PLN,AIZ,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVA,PLN,AVA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVB,PLN,AVB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVD,PLN,AVD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVE,PLN,AVE,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVJ,PLN,AVJ,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
BDU,PLN,BDU,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,post-embryonic brain integration,N
PVC,PLN,PVC,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVP,PLN,PVP,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVR,PLN,PVR,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVT,PLN,PVT,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIA,PLN,RIA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIB,PLN,RIB,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIF,PLN,RIF,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIG,PLN,RIG,PLN,0.0,0.0,0.0,0.0,0.407839430198704,0.1823913379658165,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,post-embryonic brain integration,Y
RIH,PLN,RIH,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIM,PLN,RIM,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIP,PLN,RIP,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIR,PLN,RIR,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL1D,PLN,IL1D,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL1L/R,PLN,IL1L/R,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL1V,PLN,IL1V,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIV,PLN,RIV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDD,PLN,RMDD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDL/R,PLN,RMDL/R,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDV,PLN,RMDV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMED/V,PLN,RMED/V,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMEL/R,PLN,RMEL/R,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMF,PLN,RMF,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMH,PLN,RMH,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIAD,PLN,SIAD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SIAV,PLN,SIAV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBD,PLN,SIBD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBV,PLN,SIBV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBD,PLN,SMBD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBV,PLN,SMBV,PLN,0.0,0.0,0.0,0.0,2.0366466770097778,0.9108160831885842,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,post-embryonic brain integration,Y
SMDD,PLN,SMDD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMDV,PLN,SMDV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URAD,PLN,URAD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URAV,PLN,URAV,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADE,PLN,ADE,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIM,PLN,AIM,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALA,PLN,ALA,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVF,PLN,AVF,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVH,PLN,AVH,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVK,PLN,AVK,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVL,PLN,AVL,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
CEPD,PLN,CEPD,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
CEPV,PLN,CEPV,PLN,0.0,0.0,0.0,0.0,0.4324606617214158,0.1934022874407254,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,post-embryonic brain integration,Y
DVC,PLN,DVC,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
HSN,PLN,HSN,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVN,PLN,PVN,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVQ,PLN,PVQ,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIC,PLN,RIC,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RID,PLN,RID,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIS,PLN,RIS,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMG,PLN,RMG,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,post-embryonic brain integration,Y
ADF,SAAD,ADF,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADL,SAAD,ADL,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AFD,SAAD,AFD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALM,SAAD,ALM,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALN,SAAD,ALN,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,post-embryonic brain integration,Y
AQR,SAAD,AQR,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASE,SAAD,ASE,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASG,SAAD,ASG,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASH,SAAD,ASH,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASI,SAAD,ASI,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASJ,SAAD,ASJ,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASK,SAAD,ASK,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AUA,SAAD,AUA,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVM,SAAD,AVM,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AWA,SAAD,AWA,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWB,SAAD,AWB,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWC,SAAD,AWC,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
BAG,SAAD,BAG,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
DVA,SAAD,DVA,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
FLP,SAAD,FLP,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2D,SAAD,IL2D,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2L/R,SAAD,IL2L/R,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2V,SAAD,IL2V,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLL,SAAD,OLL,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQD,SAAD,OLQD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQV,SAAD,OLQV,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PLN,SAAD,PLN,SAAD,0.0,0.0,0.0,0.0,42.24545800698628,18.89274316884682,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,post-embryonic brain integration,Y
SAAD,SAAD,SAAD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SAAV,SAAD,SAAV,SAAD,0.0,0.0,2.774042260227739,0.0,0.0,1.2405894132652773,0.0,-0.0351298263070524,0.0,0.9552805176298372,1.0,variable,Y
SDQ,SAAD,SDQ,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URB,SAAD,URB,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URX,SAAD,URX,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYD,SAAD,URYD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYV,SAAD,URYV,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADA,SAAD,ADA,SAAD,0.0,0.0,0.0,0.0,0.5653936613591456,0.2528517321693091,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,variable,Y
AIA,SAAD,AIA,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIB,SAAD,AIB,SAAD,1.7446011913669366,5.1515771060648925,1.6168834621568404,0.0631781370147888,2.792877389881575,1.8807898702396937,1.0482761985146385,-0.0400001576726852,-0.1999999999999999,0.9490838020993324,0.747060078104662,stable,Y
AIN,SAAD,AIN,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIY,SAAD,AIY,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIZ,SAAD,AIZ,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVA,SAAD,AVA,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVB,SAAD,AVB,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVD,SAAD,AVD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVE,SAAD,AVE,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVJ,SAAD,AVJ,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
BDU,SAAD,BDU,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVC,SAAD,PVC,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVP,SAAD,PVP,SAAD,0.0,0.0,1.2257966392878996,0.0,0.0,0.5481929224077067,0.0,-0.0351298263070524,0.0,0.9552805176298372,1.0,variable,Y
PVR,SAAD,PVR,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVT,SAAD,PVT,SAAD,0.4666645917524343,1.2759358580075055,0.0,0.0,0.0,0.556429889888229,0.0,-0.5195509047093572,-0.7826237921249264,0.3695872200205758,0.117613760873458,variable,Y
RIA,SAAD,RIA,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIB,SAAD,RIB,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIF,SAAD,RIF,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIG,SAAD,RIG,SAAD,0.2177575072601233,0.0,0.0,0.0,0.2005060462309315,0.1147084636235598,0.0,0.1160596711756282,-0.2236067977499789,0.8525606544830837,0.7176856442107861,variable,Y
RIH,SAAD,RIH,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIM,SAAD,RIM,SAAD,2.841288294957621,1.384311425036017,3.8097639950457527,2.8687701227285727,6.251529176213359,1.7994195843899954,0.94099387231718,0.8175663357085192,0.7999999999999999,0.0909357626682976,0.1040880386618278,stable,Y
RIP,SAAD,RIP,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIR,SAAD,RIR,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1D,SAAD,IL1D,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1L/R,SAAD,IL1L/R,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1V,SAAD,IL1V,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDD,SAAD,RMDD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDL/R,SAAD,RMDL/R,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDV,SAAD,RMDV,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMED/V,SAAD,RMED/V,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMEL/R,SAAD,RMEL/R,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMF,SAAD,RMF,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,post-embryonic brain integration,Y
RMH,SAAD,RMH,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIAD,SAAD,SIAD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIAV,SAAD,SIAV,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBD,SAAD,SIBD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBV,SAAD,SIBV,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBD,SAAD,SMBD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBV,SAAD,SMBV,SAAD,36.850514904600026,43.17660113160489,38.95079159758786,29.4836189914952,20.148672820996783,9.065269354942249,6.326086227004865,-0.8307490667904098,-0.7,0.0814302005149029,0.1881204043741873,stable,Y
SMDD,SAAD,SMDD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMDV,SAAD,SMDV,SAAD,0.0,0.0,0.0,1.46917211335036,0.0,0.6570337432196862,0.0,0.0974355559837114,0.3535533905932737,0.8761377734655307,0.5594043441634877,variable,Y
URAD,SAAD,URAD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URAV,SAAD,URAV,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADE,SAAD,ADE,SAAD,3.749187001350032,7.946352185529832,0.0,0.8777542156071979,1.0531099326162765,3.238233918765558,1.0531099326162765,-0.495379095875756,-0.4999999999999999,0.3961053109872527,0.3910022189557705,variable,Y
AIM,SAAD,AIM,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALA,SAAD,ALA,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVF,SAAD,AVF,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVH,SAAD,AVH,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVK,SAAD,AVK,SAAD,9.366047179569067,4.162249165246648,21.346970900257656,13.269530682682026,9.923601847363315,6.3425316746349045,3.345928835318711,0.1289496777433249,0.4999999999999999,0.8362723213434831,0.3910022189557705,stable,Y
AVL,SAAD,AVL,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
CEPD,SAAD,CEPD,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
CEPV,SAAD,CEPV,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
DVC,SAAD,DVC,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
HSN,SAAD,HSN,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVN,SAAD,PVN,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVQ,SAAD,PVQ,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RID,SAAD,RID,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIS,SAAD,RIS,SAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMG,SAAD,RMG,SAAD,0.0,0.0,3.646108642437488,0.0,2.5819318693182303,1.746624078547269,0.0,0.5355337960768227,0.4472135954999578,0.3522996216972769,0.4501848557521009,variable,Y
ADF,SAAV,ADF,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADL,SAAV,ADL,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AFD,SAAV,AFD,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALM,SAAV,ALM,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALN,SAAV,ALN,SAAV,0.0,0.0,41.02811369203442,75.06446496633387,61.399652259235296,34.5947933370829,34.036351274299456,0.7582715631682315,0.8720815992723809,0.1373773685847537,0.0538542177275421,post-embryonic brain integration,Y
AQR,SAAV,AQR,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASE,SAAV,ASE,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASG,SAAV,ASG,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASH,SAAV,ASH,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASI,SAAV,ASI,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASJ,SAAV,ASJ,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASK,SAAV,ASK,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AUA,SAAV,AUA,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,variable,Y
AVM,SAAV,AVM,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWA,SAAV,AWA,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWB,SAAV,AWB,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWC,SAAV,AWC,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
BAG,SAAV,BAG,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
DVA,SAAV,DVA,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
FLP,SAAV,FLP,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2D,SAAV,IL2D,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2L/R,SAAV,IL2L/R,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2V,SAAV,IL2V,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLL,SAAV,OLL,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQD,SAAV,OLQD,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQV,SAAV,OLQV,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PLN,SAAV,PLN,SAAV,0.0,0.0,0.0,0.0,1.6083547751592562,0.7192781218384974,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,post-embryonic brain integration,Y
SAAD,SAAV,SAAD,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SAAV,SAAV,SAAV,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SDQ,SAAV,SDQ,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URB,SAAV,URB,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URX,SAAV,URX,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URYD,SAAV,URYD,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYV,SAAV,URYV,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADA,SAAV,ADA,SAAV,0.0,0.5233314326546226,0.0,0.0,0.0,0.2340409316356178,0.0,-0.2671192453158894,-0.3535533905932737,0.6639822346701951,0.5594043441634877,variable,Y
AIA,SAAV,AIA,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIN,SAAV,AIN,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIY,SAAV,AIY,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIZ,SAAV,AIZ,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVA,SAAV,AVA,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVB,SAAV,AVB,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVD,SAAV,AVD,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVE,SAAV,AVE,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVJ,SAAV,AVJ,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
BDU,SAAV,BDU,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVC,SAAV,PVC,SAAV,0.0,0.0,0.0,0.0,0.5963526119418041,0.2666969957722854,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,variable,Y
PVP,SAAV,PVP,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVR,SAAV,PVR,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVT,SAAV,PVT,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIA,SAAV,RIA,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIB,SAAV,RIB,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIF,SAAV,RIF,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIG,SAAV,RIG,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIH,SAAV,RIH,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIP,SAAV,RIP,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIR,SAAV,RIR,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1D,SAAV,IL1D,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL1L/R,SAAV,IL1L/R,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1V,SAAV,IL1V,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIV,SAAV,RIV,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDD,SAAV,RMDD,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDL/R,SAAV,RMDL/R,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDV,SAAV,RMDV,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMED/V,SAAV,RMED/V,SAAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
