Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_SEM,standard deviation,median absolute deviation,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
AVD,AVM,AVD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVE,AVM,AVE,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVJ,AVM,AVJ,AVM,0.0,0.0,0.0,3.742387880776892,3.1982532809124775,1.910483652899563,0.0,0.7289695072101553,0.7826237921249264,0.162317458848918,0.11761376087345808,post-embryonic brain integration,Y
BDU,AVM,BDU,AVM,0.0,0.0,5.139340168285948,10.13359814554829,3.1198732082035203,4.218327110331842,3.1198732082035203,0.36988646138335923,0.6668859288553501,0.5400168753460407,0.21889398131323168,post-embryonic brain integration,Y
PVC,AVM,PVC,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVP,AVM,PVP,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVR,AVM,PVR,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVT,AVM,PVT,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIA,AVM,RIA,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIB,AVM,RIB,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIF,AVM,RIF,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIG,AVM,RIG,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIH,AVM,RIH,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIM,AVM,RIM,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIP,AVM,RIP,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIR,AVM,RIR,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL1D,AVM,IL1D,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL1L/R,AVM,IL1L/R,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL1V,AVM,IL1V,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIV,AVM,RIV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDD,AVM,RMDD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDL/R,AVM,RMDL/R,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMDV,AVM,RMDV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMED/V,AVM,RMED/V,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMEL/R,AVM,RMEL/R,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMF,AVM,RMF,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMH,AVM,RMH,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SIAD,AVM,SIAD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SIAV,AVM,SIAV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBD,AVM,SIBD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBV,AVM,SIBV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBD,AVM,SMBD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBV,AVM,SMBV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDD,AVM,SMDD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SMDV,AVM,SMDV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URAD,AVM,URAD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URAV,AVM,URAV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ADE,AVM,ADE,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIM,AVM,AIM,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALA,AVM,ALA,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVF,AVM,AVF,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,post-embryonic brain integration,Y
AVH,AVM,AVH,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,post-embryonic brain integration,Y
AVK,AVM,AVK,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVL,AVM,AVL,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPD,AVM,CEPD,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPV,AVM,CEPV,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
DVC,AVM,DVC,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
HSN,AVM,HSN,AVM,0.0,0.0,0.0,0.0,0.7324336527192773,0.32755428729775554,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,post-embryonic brain integration,Y
PVN,AVM,PVN,AVM,0.0,0.0,0.0,0.0,1.9299265475889251,0.8630893903980639,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,post-embryonic brain integration,Y
PVQ,AVM,PVQ,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,post-embryonic brain integration,Y
RIC,AVM,RIC,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RID,AVM,RID,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIS,AVM,RIS,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMG,AVM,RMG,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADF,AWA,ADF,AWA,1.2397417197423828,0.0,0.0,0.0,0.0,0.5544293519772923,0.0,-0.6548729885163739,-0.7071067811865475,0.23037280306597244,0.18169011381620928,variable,Y
ADL,AWA,ADL,AWA,0.0,0.0,0.0,0.0,0.7433993949696799,0.3324583163168839,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
AFD,AWA,AFD,AWA,0.0,2.082130011707688,0.0,1.375281054328807,0.0,0.9792758942375852,0.0,-0.1927982953757449,-0.11180339887498947,0.7560509673964797,0.8579446176050993,variable,Y
ALM,AWA,ALM,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALN,AWA,ALN,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AQR,AWA,AQR,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ASE,AWA,ASE,AWA,0.7043248879728972,0.0,0.0,0.0,0.18615948823598205,0.30501492505445266,0.0,-0.4416268068020868,-0.22360679774997894,0.45655708640563025,0.7176856442107861,variable,Y
ASG,AWA,ASG,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASH,AWA,ASH,AWA,1.1734238276289204,1.6153381344510351,0.9371201086110307,0.0,0.5065947438281857,0.6201413353438231,0.430525364782845,-0.5749997981829454,-0.7999999999999999,0.3105140308244096,0.10408803866182788,variable,Y
ASI,AWA,ASI,AWA,0.0,0.0,0.0,0.0,0.32685820141890215,0.14617543147519668,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,developmentally dynamic (strengthened),Y
ASJ,AWA,ASJ,AWA,1.2295608941168892,0.0,0.0,0.0,0.0,0.5498763483441571,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.18169011381620928,variable,Y
ASK,AWA,ASK,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AUA,AWA,AUA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVM,AWA,AVM,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AWA,AWA,AWA,AWA,1.012982346329972,2.3057906782305553,0.5897692216514797,0.0,0.0,0.9533219711243536,0.5897692216514797,-0.6098507130778034,-0.8720815992723809,0.27476985641490137,0.05385421772754211,variable,Y
AWB,AWA,AWB,AWA,5.378285902426633,0.0,0.0,0.0,0.9348415855230335,2.3360635855239016,0.0,-0.520412175631654,-0.22360679774997894,0.3686505254458047,0.7176856442107861,variable,Y
AWC,AWA,AWC,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BAG,AWA,BAG,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
DVA,AWA,DVA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
FLP,AWA,FLP,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL2D,AWA,IL2D,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL2L/R,AWA,IL2L/R,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL2V,AWA,IL2V,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
OLL,AWA,OLL,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQD,AWA,OLQD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQV,AWA,OLQV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PLN,AWA,PLN,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAD,AWA,SAAD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAV,AWA,SAAV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SDQ,AWA,SDQ,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URB,AWA,URB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URX,AWA,URX,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYD,AWA,URYD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYV,AWA,URYV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ADA,AWA,ADA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIA,AWA,AIA,AWA,0.0,1.1427372524282307,0.0,0.0,0.0,0.5110476353701721,0.0,-0.2671192453158894,-0.35355339059327373,0.6639822346701951,0.5594043441634877,variable,Y
AIB,AWA,AIB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIN,AWA,AIN,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIY,AWA,AIY,AWA,0.1358076129902095,0.0,0.8029531836191536,0.9362996101978938,1.4397495402564235,0.5947941292004065,0.63679635663727,0.9111411149021269,0.8999999999999998,0.031369688956606086,0.03738607346849874,variable,Y
AIZ,AWA,AIZ,AWA,0.0,0.0,0.0,0.5160634503129804,0.1958082210452362,0.22544960017782795,0.0,0.43365932790709616,0.7826237921249264,0.46567847266119267,0.11761376087345808,variable,Y
AVA,AWA,AVA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVB,AWA,AVB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVD,AWA,AVD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVE,AWA,AVE,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVJ,AWA,AVJ,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BDU,AWA,BDU,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVC,AWA,PVC,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVP,AWA,PVP,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVR,AWA,PVR,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVT,AWA,PVT,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIA,AWA,RIA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIB,AWA,RIB,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIF,AWA,RIF,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIG,AWA,RIG,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIH,AWA,RIH,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIM,AWA,RIM,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIP,AWA,RIP,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIR,AWA,RIR,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1D,AWA,IL1D,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1L/R,AWA,IL1L/R,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL1V,AWA,IL1V,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIV,AWA,RIV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDD,AWA,RMDD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDL/R,AWA,RMDL/R,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDV,AWA,RMDV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMED/V,AWA,RMED/V,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMEL/R,AWA,RMEL/R,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMF,AWA,RMF,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMH,AWA,RMH,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SIAD,AWA,SIAD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIAV,AWA,SIAV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBD,AWA,SIBD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBV,AWA,SIBV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBD,AWA,SMBD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBV,AWA,SMBV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDD,AWA,SMDD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDV,AWA,SMDV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URAD,AWA,URAD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URAV,AWA,URAV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ADE,AWA,ADE,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AIM,AWA,AIM,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALA,AWA,ALA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVF,AWA,AVF,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,post-embryonic brain integration,Y
AVH,AWA,AVH,AWA,1.7797231222779226,0.0,0.0,0.0,0.0,0.795916376508321,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.18169011381620928,variable,Y
AVK,AWA,AVK,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVL,AWA,AVL,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPD,AWA,CEPD,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPV,AWA,CEPV,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
DVC,AWA,DVC,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
HSN,AWA,HSN,AWA,0.0,0.0,0.0,0.0,0.9805742591818524,0.43852614010342383,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,post-embryonic brain integration,Y
PVN,AWA,PVN,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVQ,AWA,PVQ,AWA,0.427983057943192,1.7398028856522518,0.35839818474169177,0.0,0.48797943480513123,0.6632534148713986,0.06958487320150025,-0.22796516233641598,-0.19999999999999998,0.71227970528715,0.747060078104662,variable,Y
RIC,AWA,RIC,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RID,AWA,RID,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIS,AWA,RIS,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMG,AWA,RMG,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADF,AWB,ADF,AWB,0.2914815469334024,0.0,0.0,0.0,3.1191367191567694,1.3681659231976542,0.0,0.8141034138391159,0.22360679774997894,0.09348548415643652,0.7176856442107861,variable,Y
ADL,AWB,ADL,AWB,0.0,0.0,0.0,0.0,0.4725659165664884,0.2113379026584324,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
AFD,AWB,AFD,AWB,0.0,0.0,0.0,0.0,0.360392067368107,0.1611722322373542,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
ALM,AWB,ALM,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALN,AWB,ALN,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AQR,AWB,AQR,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASE,AWB,ASE,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASG,AWB,ASG,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASH,AWB,ASH,AWB,0.0,0.0,1.0719441684516562,1.4451929972638797,1.4401404927664105,0.7381806088721576,0.37324882881222354,0.8125575082057168,0.8720815992723809,0.0946306487895801,0.05385421772754211,developmentally dynamic (strengthened),Y
ASI,AWB,ASI,AWB,0.0,0.0,0.0,0.0,1.3239694679505587,0.5920971460943357,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
ASJ,AWB,ASJ,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASK,AWB,ASK,AWB,0.0,0.0,0.0,0.0,0.22078782675186626,0.09873931784432392,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
AUA,AWB,AUA,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVM,AWB,AVM,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AWA,AWB,AWA,AWB,26.11095685327447,24.981335750083225,16.691793265564506,24.764438022695458,11.310187829364933,6.487227938790528,1.3465188305790114,-0.8425949226113927,-0.8999999999999998,0.0731699262529033,0.03738607346849874,stable,Y
AWB,AWB,AWB,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AWC,AWB,AWC,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BAG,AWB,BAG,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
DVA,AWB,DVA,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
FLP,AWB,FLP,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL2D,AWB,IL2D,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL2L/R,AWB,IL2L/R,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL2V,AWB,IL2V,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
OLL,AWB,OLL,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
OLQD,AWB,OLQD,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQV,AWB,OLQV,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PLN,AWB,PLN,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAD,AWB,SAAD,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAV,AWB,SAAV,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SDQ,AWB,SDQ,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URB,AWB,URB,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URX,AWB,URX,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYD,AWB,URYD,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URYV,AWB,URYV,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADA,AWB,ADA,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIA,AWB,AIA,AWB,0.502791737168283,0.0,0.0,0.0,0.0,0.22485530056669767,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.18169011381620928,variable,Y
AIB,AWB,AIB,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIN,AWB,AIN,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIY,AWB,AIY,AWB,0.9185679815476876,0.0,1.834467817418425,0.5452150268210086,0.9081771753298575,0.6693797896960044,0.3629621485088489,0.11216160001077108,-0.09999999999999999,0.8574914103920107,0.8728885715695383,variable,Y
AIZ,AWB,AIZ,AWB,0.3738320243552429,0.8855592300960483,0.0,1.2484859754346762,0.5140334558503488,0.4797197928267359,0.37152577424569955,0.0766227362787436,0.3,0.9025364486784108,0.6238376647810728,variable,Y
AVA,AWB,AVA,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVB,AWB,AVB,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVD,AWB,AVD,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVE,AWB,AVE,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVJ,AWB,AVJ,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BDU,AWB,BDU,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVC,AWB,PVC,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVP,AWB,PVP,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVR,AWB,PVR,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVT,AWB,PVT,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIA,AWB,RIA,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIB,AWB,RIB,AWB,0.0,0.0,0.0,0.0,1.048898109835179,0.46908149501250024,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
RIF,AWB,RIF,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIG,AWB,RIG,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
